distractorContra,distractorIpsi
1.1541593491076498,1.081512933924746
1.4247548242602754,1.480415056274294
2.3298706596469225,2.169742849325496
0.9197357081846742,0.8503059306746475
1.4483656296209084,1.5611172546084227
2.4441593374757935,2.2408567480316557
2.20343029173195,2.323634363188363
1.6181279628068084,1.8078408506062622
1.7075305062851314,1.8257007939345964
1.20179611444409,1.411200330656106
